image,steering
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_55_646.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_32_031.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_07_529.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_30_160.jpg,-0.5365243
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_11_409.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_46_801.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_22_819.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_08_963.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_12_644.jpg,-0.8500001
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_42_488.jpg,0.05
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_27_474.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_54_623.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_18_655.jpg,-0.493256
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_45_768.jpg,-0.1
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_58_618.jpg,0.15
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_42_008.jpg,0.2
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_26_045.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_11_712.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_57_360.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_14_172.jpg,-0.1
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_23_291.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_27_544.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_17_761.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_15_209.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_20_280.jpg,0.1601008
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_21_811.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_28_460.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_03_849.jpg,0.1379215
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_06_606.jpg,-0.0835593
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_40_520.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_45_508.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_13_031.jpg,0.2829925
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_24_362.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_43_432.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_04_282.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_48_964.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_52_259.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_01_434.jpg,-0.4010563
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_11_811.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_14_666.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_57_638.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_50_289.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_58_837.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_10_891.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_49_032.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_07_799.jpg,0.1328015
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_26_644.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_05_144.jpg,-0.2
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_56_767.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_44_485.jpg,-0.25
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_21_671.jpg,-0.2
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_28_662.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_22_214.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_49_801.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_00_777.jpg,0.8500001
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_15_306.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_19_991.jpg,0.1811668
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_53_066.jpg,-0.1
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_25_192.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_09_609.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_48_953.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_27_890.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_46_273.jpg,-0.3347006
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_14_523.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_05_753.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_05_366.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_27_638.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_23_444.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_54_429.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_47_016.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_31_965.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_34_047.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_25_477.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_27_368.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_49_596.jpg,-0.2
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_21_301.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_56_140.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_14_285.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_30_625.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_35_922.jpg,0.2734633
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_55_578.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_28_645.jpg,0.000745123
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_45_361.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_02_723.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_57_210.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_58_345.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_13_959.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_27_456.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_31_302.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_27_615.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_04_557.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_45_113.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_22_350.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_29_256.jpg,-0.2420369
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_53_408.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_31_498.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_37_059.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_40_185.jpg,0.1098782
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_35_714.jpg,-0.212411
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_44_493.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_51_122.jpg,-0.05
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_36_347.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_31_189.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_21_257.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_31_932.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_44_350.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_37_707.jpg,0.6500001
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_59_542.jpg,0.2
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_18_082.jpg,0.05
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_50_865.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_56_777.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_17_471.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_30_588.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_33_414.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_29_691.jpg,0.15
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_15_496.jpg,-0.1614014
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_35_831.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_55_213.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_01_470.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_49_021.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_42_293.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_41_870.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_58_455.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_26_325.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_13_436.jpg,0.1580711
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_42_985.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_35_712.jpg,0.3
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_50_721.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_49_163.jpg,-0.4
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_50_749.jpg,-0.05
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_56_376.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_40_396.jpg,0
